filename,category,path,extracted_text,cleaned_text,dates,amounts,pan,account_numbers,name
97.jpg,Check,../data/raw/Check/97.jpg,,nan,[],[],[],[],
98.jpg,Check,../data/raw/Check/98.jpg,"o oo e

5 RoyAng ] 7
T aupes *""ONE Crore Twenty Three Lakh Forty Five Thousand Six -
¢ Tundred And Seventy Eight Only** T 12,045,678.007

P Mk e

Autbostcd Sigosrory
_Davsbio st ol v by Ll d","o oo e 5 RoyAng ] 7 T aupes *""ONE Crore Twenty Three Lakh Forty Five Thousand Six - ¢ Tundred And Seventy Eight Only** T 12,045,678.007 P Mk e Autbostcd Sigosrory _Davsbio st ol v by Ll d",[],[],[],[],
99.jpg,Check,../data/raw/Check/99.jpg,"g }
**1,23,45 678.00""!
t IS i)

' AUTHORISED SIGNATORY

i i","g } **1,23,45 678.00""! t IS i) ' AUTHORISED SIGNATORY i i",[],[],[],[],
1.jpg,ITR_Form 16,../data/raw/ITR_Form 16/1.jpg,,nan,[],[],[],[],
10.jpg,ITR_Form 16,../data/raw/ITR_Form 16/10.jpg,"Griginal
FORM 40, 16
[See ruie 31(1)(a))
CERTIFICATE UNDER SECTION 203 OF THE INCOME -TAX ACT, 1861 FOR TAX DEDUCTED AT SOURCE FROM
INCOME CHARGEABLE UNDER THE HEAD 'SALARIES®

e and addiess of the employer Watne 3nd deslgnaiion of the employes

[PARTGIR Ro. AR PAN/GIR Na.

T
[Acknowledgment Nos of all quartetly statement o TDS _[Perfod From
Junder sub-section (3) of section 200 as provided by TIN

faciltation Centre of NSDL web-sile. |Assessment year
Tuarter Guarter [1] Guarter (2] Turter O] Guorter ]
[Eeknowledgment

Details of salary paid and any other income and tax deducted

F—Gross Salary

(a) Salary as per provisions contamed in section 17(1)

(b) Value of perquisites under section 17(2) (as per Form No.
12BA. wherever applicable)

(©) Prafits in lieu of salary under section 17(3) (as per Form No.
12BA, wherever applicable)

(@) Total

Less: Allowance 1o the extent exempt under sectlon 10
Balance (1-2)

Deductions:

(3) Entertainment aflowance

(b) Tax on employment

Aggregate of (a) to {b)

Incom chargeable under the head 'salasies’ (3.5)

Add: Any other income teported by the employee

(a) Any Other Incoms

<mon

Gross totalincome (6 +7)
Deductions under Chapter VIA

{B)Section 80C.0CCC and 89CCD [Grass Amunt | Dedueele |
Amount
(a) Section 80C
1)

(b) Section 80CCC
(¢) Section BOCCD

(B) Gther Section Gross amount Gualfying | Deductible
amount amount

(2} Sections0G

(b) SectionB0GG

{c) SectionB0D
(d) Sections0DD
(¢} Other

[10. Aggragate of deductibl
[11. Total Incomef.10)

[12. Tax on total income(On Rs. 1389120)

[13. Surchasge(On Tax computed at S.No. 12)
[14. Education Cess

[15. Tax payable (12+13+14)

116. Rallsf under sectlon 39 (atrach details}

mount under Chapter VIA","Griginal FORM 40, 16 [See ruie 31(1)(a)) CERTIFICATE UNDER SECTION 203 OF THE INCOME -TAX ACT, 1861 FOR TAX DEDUCTED AT SOURCE FROM INCOME CHARGEABLE UNDER THE HEAD 'SALARIES® e and addiess of the employer Watne 3nd deslgnaiion of the employes [PARTGIR Ro. AR PAN/GIR Na. T [Acknowledgment Nos of all quartetly statement o TDS _[Perfod From Junder sub-section (3) of section 200 as provided by TIN faciltation Centre of NSDL web-sile. |Assessment year Tuarter Guarter [1] Guarter (2] Turter O] Guorter ] [Eeknowledgment Details of salary paid and any other income and tax deducted F—Gross Salary (a) Salary as per provisions contamed in section 17(1) (b) Value of perquisites under section 17(2) (as per Form No. 12BA. wherever applicable) (©) Prafits in lieu of salary under section 17(3) (as per Form No. 12BA, wherever applicable) (@) Total Less: Allowance 1o the extent exempt under sectlon 10 Balance (1-2) Deductions: (3) Entertainment aflowance (b) Tax on employment Aggregate of (a) to {b) Incom chargeable under the head 'salasies’ (3.5) Add: Any other income teported by the employee (a) Any Other Incoms <mon Gross totalincome (6 +7) Deductions under Chapter VIA {B)Section 80C.0CCC and 89CCD [Grass Amunt | Dedueele | Amount (a) Section 80C 1) (b) Section 80CCC (¢) Section BOCCD (B) Gther Section Gross amount Gualfying | Deductible amount amount (2} Sections0G (b) SectionB0GG {c) SectionB0D (d) Sections0DD (¢} Other [10. Aggragate of deductibl [11. Total Incomef.10) [12. Tax on total income(On Rs. 1389120) [13. Surchasge(On Tax computed at S.No. 12) [14. Education Cess [15. Tax payable (12+13+14) 116. Rallsf under sectlon 39 (atrach details} mount under Chapter VIA",[],[],[],[],
100.jpg,ITR_Form 16,../data/raw/ITR_Form 16/100.jpg,"INNIRERInEnwnn vz, o1 |

B [AD FIRST NAME [A2) MIDDLE NAME L
] ]
]

- [A3) LAST NAME [A%) PERMANENT ACCOUNT NUMBER :
u | .
m A9 SEX [R6) DATE OF BIRTH [&7) INCOME TAX WARD/CIRCLE n
B pMale  Female L
B [AB) FLAT/DOOR/BUILDING (A9 ROAD/STREET L)
] ]
] ]
- [A10> AREA/LOCALITY [A1 TOWN/CITY/DISTRICT -
] ]
w A1) STATE [A13)PINCODE .
| | | -","INNIRERInEnwnn vz, o1 | B [AD FIRST NAME [A2) MIDDLE NAME L ] ] ] - [A3) LAST NAME [A%) PERMANENT ACCOUNT NUMBER : u | . m A9 SEX [R6) DATE OF BIRTH [&7) INCOME TAX WARD/CIRCLE n B pMale Female L B [AB) FLAT/DOOR/BUILDING (A9 ROAD/STREET L) ] ] ] ] - [A10> AREA/LOCALITY [A1 TOWN/CITY/DISTRICT - ] ] w A1) STATE [A13)PINCODE . | | | -",[],[],[],[],
101.jpg,ITR_Form 16,../data/raw/ITR_Form 16/101.jpg,"INDLAN INCOME TAX RETURN VERIFICATION FORM oo

B ETR-V  [hreih et e o B Forn 0T (AP, T8 TS,
H 4 TTRAS UGS, TR, T4 rosmind decrniy e it . 2012 = 13
e e e e a5

S —
—

: e

55 [ S

[ - e |

§27 | movoreoeccooesomo DO

[+

L2 B 0 P

FR S OO | e

i
T e T T | e W
[yra—— Toumop s rrvo e
S s v G TEs ; —

f, Fhrder : —

25 [{Tmermpamain ¥ e

$% [o]Tworees matswn vt g v

oL

== =

L — *

=S prp— e —————

i duies 0 bt o my Kindg s bt the s, e 15 e e ORI 0 SO B Y st
kcoonsay e e scimem 6ot e o shee s o 5 Cmpic 4t k. S o s o oo e
i oo it o e s oy e a4 . Sccrdanc o e provias o ncome-x A 1961, spec of meme 1
(bt e coma s o b remos yous et 10 e ssscnen e 012.15 3 fuhr e Lt 2 erm
i capucy s o T i coprr o make i e ndvends

fignhere Dare ppanevYry Pl Sooocoone

ek e ha b pregaced o a Tax Rarurn Preparer (TRE) give ecther detad s blew:
Lot o o 182 | Sameof TRE Consier Siguature o T

- HEERER

et sgnen of
ot e [ ——————

[Ples s Focs IR 1o e Tox Departaseat _CEC, Pt Bog No 1, Ecvank G Pos O, Sesgahers - S4010
Karaaiaka” by ORDINARY POST OR SPEED POST ONLY, xithia 120 dars um dat of usmitiag e s seromsly, orm TTRY
50 oo b ecmed 2 oo of s acome. s Depr st o 2 ot ansor T rcep ot s TR ¢ TTD.CRC i e wat 0
it g i","INDLAN INCOME TAX RETURN VERIFICATION FORM oo B ETR-V [hreih et e o B Forn 0T (AP, T8 TS, H 4 TTRAS UGS, TR, T4 rosmind decrniy e it . 2012 = 13 e e e e a5 S — — : e 55 [ S [ - e | §27 | movoreoeccooesomo DO [+ L2 B 0 P FR S OO | e i T e T T | e W [yra—— Toumop s rrvo e S s v G TEs ; — f, Fhrder : — 25 [{Tmermpamain ¥ e $% [o]Tworees matswn vt g v oL == = L — * =S prp— e ————— i duies 0 bt o my Kindg s bt the s, e 15 e e ORI 0 SO B Y st kcoonsay e e scimem 6ot e o shee s o 5 Cmpic 4t k. S o s o oo e i oo it o e s oy e a4 . Sccrdanc o e provias o ncome-x A 1961, spec of meme 1 (bt e coma s o b remos yous et 10 e ssscnen e 012.15 3 fuhr e Lt 2 erm i capucy s o T i coprr o make i e ndvends fignhere Dare ppanevYry Pl Sooocoone ek e ha b pregaced o a Tax Rarurn Preparer (TRE) give ecther detad s blew: Lot o o 182 | Sameof TRE Consier Siguature o T - HEERER et sgnen of ot e [ —————— [Ples s Focs IR 1o e Tox Departaseat _CEC, Pt Bog No 1, Ecvank G Pos O, Sesgahers - S4010 Karaaiaka” by ORDINARY POST OR SPEED POST ONLY, xithia 120 dars um dat of usmitiag e s seromsly, orm TTRY 50 oo b ecmed 2 oo of s acome. s Depr st o 2 ot ansor T rcep ot s TR ¢ TTD.CRC i e wat 0 it g i",[],[],[],[],
11.jpg,ITR_Form 16,../data/raw/ITR_Form 16/11.jpg,"TRACES

$p DS

15 o ANy A0 COTESION | £ NG S0

FORM NO. 16

P30

[

PART A

Curtifcat uades Sectlon 203 o he Incomc s A, 161 for tax dduetod o s cn swary

CortncateNo. RZS YOI

Lustupdatedon 21 Moy 014

[T ———

[T —

COCNIZANT TECHNOLOGY SOLUTIONS INPIA PRIVATE
LITED

S5, ORKIYAM, OLD MATIABAL
THORAIPAKKAM

Taminain
wwalas 3000
TasTeomindisd copnizant com

PLRAM ROAD,
CHENNAL- 610047

PENITHERIAL

12771, ANNAPURNA ASHRAM. MASIID BARI STREET. KOLKATA
Tooons Wea Benzal

~ [Emptosee Beterence o
AN of he Begtuctar EAN o b Ddctor [PAN of the BmBIITe oot by the Ko
o avasabiey
ANACDRIZN cucorson ASKPRIOHC
cre ons) Assesment Year Bertod wil the Emplorer
The Commissionce of (rcoms Tax TOS) Hrom ™
0 Foor, New Bleck, Awyukas Bhawan, 130, M.G. Roud, s lapeis | i
Chenm - 600034

‘Sumaary of amoust padicrdited and (x deductd ut sourcs theceas ¥ st of the smploges

fonsertorid st deid | MO S o
Quarterish ety Satiments o T Amoun paidcredited e k)
Section 200
o IroxCEUC sz e 0]
o QaPNODY Srmson] (X Troo00]
ol sy 167500} 225790 0]
- DSTAILS OF TAX DEDUCTED AND DEFOSETED IN THE CENTRAL GOVERNMENT ACCOUNT THROUGH BOOK ADJUSTVIENT.
e ot v e et win dtah of Lo e s depenitod Wil e e dediclee)

Tax Pepenied i rexpect ot

ook Jentcation Number (BIN)

1o, seducee [Receit Norsters o Form
o 216

DD vt masuber i o ne,

[Oate of trantes voucher | Statusof malehizg
s dmuyeny | wih Form 0. 246

Totat ka1

L DETARLS OF TAX DEMUCTED AND DEPOSITED TN THE CENTRAL GOVERNSIENT ACCOUNT THROUGH CHALLAN
(The deducor o rovids puymet wise dell of Lo deucied il eporid with et 10 s deducice

fux Deposied I repest e ot Lintcation Narabor (C1)
£ deducter
e BSR Code ofthe Bank [ Date on which Tox depsited | Challen Serkl Number.
ranch atimmserel OLTAS

T ool [y o an G

3 ) i [ s v

5 Tra600] [y oo s v
Tl the) )","TRACES $p DS 15 o ANy A0 COTESION | £ NG S0 FORM NO. 16 P30 [ PART A Curtifcat uades Sectlon 203 o he Incomc s A, 161 for tax dduetod o s cn swary CortncateNo. RZS YOI Lustupdatedon 21 Moy 014 [T ——— [T — COCNIZANT TECHNOLOGY SOLUTIONS INPIA PRIVATE LITED S5, ORKIYAM, OLD MATIABAL THORAIPAKKAM Taminain wwalas 3000 TasTeomindisd copnizant com PLRAM ROAD, CHENNAL- 610047 PENITHERIAL 12771, ANNAPURNA ASHRAM. MASIID BARI STREET. KOLKATA Tooons Wea Benzal ~ [Emptosee Beterence o AN of he Begtuctar EAN o b Ddctor [PAN of the BmBIITe oot by the Ko o avasabiey ANACDRIZN cucorson ASKPRIOHC cre ons) Assesment Year Bertod wil the Emplorer The Commissionce of (rcoms Tax TOS) Hrom ™ 0 Foor, New Bleck, Awyukas Bhawan, 130, M.G. Roud, s lapeis | i Chenm - 600034 ‘Sumaary of amoust padicrdited and (x deductd ut sourcs theceas ¥ st of the smploges fonsertorid st deid | MO S o Quarterish ety Satiments o T Amoun paidcredited e k) Section 200 o IroxCEUC sz e 0] o QaPNODY Srmson] (X Troo00] ol sy 167500} 225790 0] - DSTAILS OF TAX DEDUCTED AND DEFOSETED IN THE CENTRAL GOVERNMENT ACCOUNT THROUGH BOOK ADJUSTVIENT. e ot v e et win dtah of Lo e s depenitod Wil e e dediclee) Tax Pepenied i rexpect ot ook Jentcation Number (BIN) 1o, seducee [Receit Norsters o Form o 216 DD vt masuber i o ne, [Oate of trantes voucher | Statusof malehizg s dmuyeny | wih Form 0. 246 Totat ka1 L DETARLS OF TAX DEMUCTED AND DEPOSITED TN THE CENTRAL GOVERNSIENT ACCOUNT THROUGH CHALLAN (The deducor o rovids puymet wise dell of Lo deucied il eporid with et 10 s deducice fux Deposied I repest e ot Lintcation Narabor (C1) £ deducter e BSR Code ofthe Bank [ Date on which Tox depsited | Challen Serkl Number. ranch atimmserel OLTAS T ool [y o an G 3 ) i [ s v 5 Tra600] [y oo s v Tl the) )",[],[],[],[],
12.jpg,ITR_Form 16,../data/raw/ITR_Form 16/12.jpg,,nan,[],[],[],[],
13.jpg,ITR_Form 16,../data/raw/ITR_Form 16/13.jpg,"INDIAN ISCOME TAN RETURY.

sssmscent
Yoar .
om-n po—

I
SARAT

S 5 IncomeDemils  TDS  TCS  TaxesPaid and Verification DI 830 853G  83GGA",INDIAN ISCOME TAN RETURY. sssmscent Yoar . om-n po— I SARAT S 5 IncomeDemils TDS TCS TaxesPaid and Verification DI 830 853G 83GGA,[],[],[],[],
14.jpg,ITR_Form 16,../data/raw/ITR_Form 16/14.jpg,,nan,[],[],[],[],
15.jpg,ITR_Form 16,../data/raw/ITR_Form 16/15.jpg,"FORM NO.16
[See rule 31 () @)1
PartA
Certificate under section 203 of the Income Tax Act, 1961 for tax deducted
at source from income chargeable under the head ” Salaries

Name and address of the employer Name and Designation of the employee
The Inlark Mecia. Gajuwaka,
Visakhpatnam 530012 S Sunil. Asst Marketing Manager
PAN of the Deducter | TAN of the Deducter PAN of the Employee
PAN number of the employee | TAN number of the emploer BURPN1235Q
DS Circle where annual | 0.15-1L, Alluri Sita Rama Raju PERIOD Assessment Year
return / statement under | Road, Near Pen Schoal, Junior FROM To
section 206 s to be filed _ Block, Dabagardens vizag 20 1-Apr-19 31-Mar20 2020-21
Smmary of amount Paid/credited and tax Deducted at source thereon in respect of the Employee
Quarter(s) | Receipt Numbersof Original | Amount credited “Amount of Tax Deducted “Amount of Tax
Quarter 1 TUOPKMLL 145,000 8900 8900
Quarter 2 TOLOLNLX 152,000 9100 5,100
Quarter 3 URILLRHKC 162,000 5200 5,200
Quarter 4 UNKLLNZK 151,000 8750 8750
Total [ 610,000 | 35950 35,950
LDETAILS TAX DEDUCTED AND DEPOSITED INTO CENTRAL GOVERNMENT ACCOUNT THROUGH BOOK ADJUSTMENT
SNo| Tax Deposited In Respect Book dentiication Nurber (BIN]
of the deducter Receipt Numbers of | DDO Sertal No in Date Of Transter Status of Maching
®s) Form No.24G Form No.24G Form No 246 with Form.No 246
dd/mmyy)
1
2
3
4
s
6
— Leave Blank
s
9
10
1u
u
Total| o
WLDETAILS TAX DEDUCTED AND DEPOSITED INTO CENTRAL GOVERNMENT ACCOUNT THROUGH BOOK CHALLANA
sao0| Tax Depasited In Respect Book Identification Number (CIN)
of the deducter BRS Codeof the | Date on Which Chalana Seral Statuz of Maching
®s) Bank Granch TaxDeposited Number with Form.o 24G
(ddjmonryyyy)
1
2
3
s
5
5
— Leave Blank
3
s
10
1
)
Total| o
Verification
L Son/Doughter of Working In the Capacity Of
(Designation) do hereby certify that a sum of Rs - (inwords)

has becen deducted at source and paic to the credit of the Central Government.
irther certify that the information given above is true and correct based on the book of accounts, documents and TDS.
ements, TDS Deposited and other avsilable records.","FORM NO.16 [See rule 31 () @)1 PartA Certificate under section 203 of the Income Tax Act, 1961 for tax deducted at source from income chargeable under the head ” Salaries Name and address of the employer Name and Designation of the employee The Inlark Mecia. Gajuwaka, Visakhpatnam 530012 S Sunil. Asst Marketing Manager PAN of the Deducter | TAN of the Deducter PAN of the Employee PAN number of the employee | TAN number of the emploer BURPN1235Q DS Circle where annual | 0.15-1L, Alluri Sita Rama Raju PERIOD Assessment Year return / statement under | Road, Near Pen Schoal, Junior FROM To section 206 s to be filed _ Block, Dabagardens vizag 20 1-Apr-19 31-Mar20 2020-21 Smmary of amount Paid/credited and tax Deducted at source thereon in respect of the Employee Quarter(s) | Receipt Numbersof Original | Amount credited “Amount of Tax Deducted “Amount of Tax Quarter 1 TUOPKMLL 145,000 8900 8900 Quarter 2 TOLOLNLX 152,000 9100 5,100 Quarter 3 URILLRHKC 162,000 5200 5,200 Quarter 4 UNKLLNZK 151,000 8750 8750 Total [ 610,000 | 35950 35,950 LDETAILS TAX DEDUCTED AND DEPOSITED INTO CENTRAL GOVERNMENT ACCOUNT THROUGH BOOK ADJUSTMENT SNo| Tax Deposited In Respect Book dentiication Nurber (BIN] of the deducter Receipt Numbers of | DDO Sertal No in Date Of Transter Status of Maching ®s) Form No.24G Form No.24G Form No 246 with Form.No 246 dd/mmyy) 1 2 3 4 s 6 — Leave Blank s 9 10 1u u Total| o WLDETAILS TAX DEDUCTED AND DEPOSITED INTO CENTRAL GOVERNMENT ACCOUNT THROUGH BOOK CHALLANA sao0| Tax Depasited In Respect Book Identification Number (CIN) of the deducter BRS Codeof the | Date on Which Chalana Seral Statuz of Maching ®s) Bank Granch TaxDeposited Number with Form.o 24G (ddjmonryyyy) 1 2 3 s 5 5 — Leave Blank 3 s 10 1 ) Total| o Verification L Son/Doughter of Working In the Capacity Of (Designation) do hereby certify that a sum of Rs - (inwords) has becen deducted at source and paic to the credit of the Central Government. irther certify that the information given above is true and correct based on the book of accounts, documents and TDS. ements, TDS Deposited and other avsilable records.",[],[],['BURPN1235Q'],[],
16.jpg,ITR_Form 16,../data/raw/ITR_Form 16/16.jpg,"e ol LT )

Certificate under section 203 of the [acoone-tax Act, 1961 for ax deducted a source
from Income chargeable undier the head “Salartes™

T vl o o B By

S A T T

T

TN
s

TN o P

T T T
Sseateuts o TDS widia sisewios (31 of
Jecion 0 . il by TIN Pl
o NS by

Qe T","e ol LT ) Certificate under section 203 of the [acoone-tax Act, 1961 for ax deducted a source from Income chargeable undier the head “Salartes™ T vl o o B By S A T T T TN s TN o P T T T Sseateuts o TDS widia sisewios (31 of Jecion 0 . il by TIN Pl o NS by Qe T",[],[],[],[],
17.jpg,ITR_Form 16,../data/raw/ITR_Form 16/17.jpg,"FOI

RM NO. 16

et

Contcateundes slon 03 h

Icone s A, 961 fr i deductd st svrce

o ocomechargeableander the b “Saarks”

T Cr T CzT

o e TR e

TR B o

AT o

ey

Sk o TS wnir iz 1

o 300 prsies ¢ TIN Friion

P e

G [ Al

DETALLS OF SALARY PAID AND AXY GTHER INCONE AND TAX PEDUCTRD.

U —
o 11y

[
T —
03 e o o 180,
s pplcankr

R TR—————
5 w00
o Enweaien
oo
Craymon ™
[ ——
€ o gt e el

PR

[T r——","FOI RM NO. 16 et Contcateundes slon 03 h Icone s A, 961 fr i deductd st svrce o ocomechargeableander the b “Saarks” T Cr T CzT o e TR e TR B o AT o ey Sk o TS wnir iz 1 o 300 prsies ¢ TIN Friion P e G [ Al DETALLS OF SALARY PAID AND AXY GTHER INCONE AND TAX PEDUCTRD. U — o 11y [ T — 03 e o o 180, s pplcankr R TR————— 5 w00 o Enweaien oo Craymon ™ [ —— € o gt e el PR [T r——",[],[],[],[],
18.jpg,ITR_Form 16,../data/raw/ITR_Form 16/18.jpg,"FORM NO.16
[See rule 31 (1) ()]
PartA

Certificate under section 203 of the income Tax Act, 1961 for tax deducted

at source from incame chargeable under the head “ Salaries

Select Tax Regime

O Nemragme

@ essing Regme

Selest Your Age O selow

60 vears O Aboe 80 ears and Boiow B0 voars | @) Abowe 8D yoars

Name and address of the employer

Name and Designation of the employee

AN of the Deducter TAN of the Deducter AN of the Employee
TDS Circle where annual PERIOD Assessment Vear
eturn / statement under FROM T
section 206 is to be filed 2021-22
Smmary of amount Paiecredited and tax Deducted at source thereon in respect of the Employee
Receipt Numbersof Original Amount Paid Amountof Tax
Quarter(s) | Quaterly Statements of TDS Under ""‘""‘;”‘ a & Amount of Tax Deducted  (Rs} | Deposited / Remitied
Sub-Section (3}of Section 200 et Rs}
Quarer 1 [
QuarterZ []
Quarter []
Quarterd [
Total 5 5 o","FORM NO.16 [See rule 31 (1) ()] PartA Certificate under section 203 of the income Tax Act, 1961 for tax deducted at source from incame chargeable under the head “ Salaries Select Tax Regime O Nemragme @ essing Regme Selest Your Age O selow 60 vears O Aboe 80 ears and Boiow B0 voars | @) Abowe 8D yoars Name and address of the employer Name and Designation of the employee AN of the Deducter TAN of the Deducter AN of the Employee TDS Circle where annual PERIOD Assessment Vear eturn / statement under FROM T section 206 is to be filed 2021-22 Smmary of amount Paiecredited and tax Deducted at source thereon in respect of the Employee Receipt Numbersof Original Amount Paid Amountof Tax Quarter(s) | Quaterly Statements of TDS Under ""‘""‘;”‘ a & Amount of Tax Deducted (Rs} | Deposited / Remitied Sub-Section (3}of Section 200 et Rs} Quarer 1 [ QuarterZ [] Quarter [] Quarterd [ Total 5 5 o",[],[],[],[],
19.jpg,ITR_Form 16,../data/raw/ITR_Form 16/19.jpg,"EORM NO.16 Pt

Careificat undet sction 203 of the Tocome tux At 1961 for a deckied at ource
romm icetne chargeable ey he head Subales”

[ s sl i of (o Eop T and sdvesr ol Vg
! TSI,
TRGTRG: T 7 - PO
— FAN e, S—
et oo el e 1 5 Vo o ST
woin 20
T~ Aot T =
T e T
B e - Eg £ ET=TTES
7 ——

DETASLS OF SALARY PAID AND ANY OTHER INCOME AND TAX DEDUCTED

T Sy 1
| o) Subuy o er prowiions comsind o see. 170 - :
0 Valo of perquics s 1702 s o Foum ""

v e ——""y
€0 Tui i i of lary o 75 oo Borm No. 1268, |
hereer spplicatk)

Lo IS ""
[T ————
na - [
Rmpia 105 o
Ot s 1o w o
5 Banco1-2) Jg—
4 Dotuaions
[Epms——
) Toxon amsioment w6 - -
5. Agwegate o4 9 and L
6. Tncome chargeable undec theBead Salris' 3 5) »
T T hoy cthes ncomse repored b the cmplowee
' ton s row &
frividiot & .
[T —— 3 o—

f—","EORM NO.16 Pt Careificat undet sction 203 of the Tocome tux At 1961 for a deckied at ource romm icetne chargeable ey he head Subales” [ s sl i of (o Eop T and sdvesr ol Vg ! TSI, TRGTRG: T 7 - PO — FAN e, S— et oo el e 1 5 Vo o ST woin 20 T~ Aot T = T e T B e - Eg £ ET=TTES 7 —— DETASLS OF SALARY PAID AND ANY OTHER INCOME AND TAX DEDUCTED T Sy 1 | o) Subuy o er prowiions comsind o see. 170 - : 0 Valo of perquics s 1702 s o Foum "" v e ——""y €0 Tui i i of lary o 75 oo Borm No. 1268, | hereer spplicatk) Lo IS "" [T ———— na - [ Rmpia 105 o Ot s 1o w o 5 Banco1-2) Jg— 4 Dotuaions [Epms—— ) Toxon amsioment w6 - - 5. Agwegate o4 9 and L 6. Tncome chargeable undec theBead Salris' 3 5) » T T hoy cthes ncomse repored b the cmplowee ' ton s row & frividiot & . [T —— 3 o— f—",[],[],[],[],
